GeneName	Astro_GFP_AD_63694	Astro_GFP_WT_63702	Astro_GFP_WT_63703	Astro_GFP_WT_63746	Astro_GFP_WT_63747	Astro_GFP_WT_63765	Astro_GFP_WT_63778	Astro_SOCS3_WT_63704	Astro_SOCS3_WT_63750	Astro_SOCS3_WT_63780	Astro_SOCS3_WT_63796	Astro_SOCS3_WT_63799
ENSMUSG00000087259	3001	2302	1519	2149	2673	1274	1879	1812	2578	2119	2021	2949
ENSMUSG00000041654	1168	1528	1025	1454	1388	533	1395	974	1054	1404	1386	1617
ENSMUSG00000018661	666	1889	681	2030	1165	867	2085	1024	1407	1876	1610	2250
ENSMUSG00000041629	1319	1334	685	1002	998	1164	792	977	1122	1276	1295	963
ENSMUSG00000041623	401	261	0	325	134	312	685	252	346	552	272	381
ENSMUSG00000018727	100	0	0	41	0	43	29	5	12	25	11	21
ENSMUSG00000041598	5845	9327	4379	7178	8181	6857	6924	8119	8006	8686	8616	8641
ENSMUSG00000041592	28	51	0	87	24	257	129	36	50	122	127	49
ENSMUSG00000057322	516	463	302	336	1092	598	168	277	648	270	416	376
ENSMUSG00000034714	1203	1837	101	1157	565	1786	1402	1003	1115	1261	968	1652
ENSMUSG00000034706	294	514	60	861	30	41	239	66	293	339	227	483
ENSMUSG00000010021	223	243	6	248	342	0	227	162	177	241	200	236
ENSMUSG00000000202	21811	22313	18958	18152	22663	27643	17059	18483	22489	27190	27570	20569
ENSMUSG00000051043	640	658	503	570	179	493	302	163	377	352	78	581
ENSMUSG00000034652	175	185	810	111	144	0	53	25	0	2	30	1
ENSMUSG00000044811	257	248	150	61	75	414	105	45	22	41	60	18
ENSMUSG00000020733	17050	19909	16449	16967	24720	19648	12997	19648	24972	21153	20289	20728
ENSMUSG00000015542	624	429	168	400	471	663	356	220	359	370	283	331
ENSMUSG00000045980	1439	2068	612	1849	630	1348	1891	1950	2161	1479	1574	2042
ENSMUSG00000020734	13335	17727	13193	15905	16426	14852	16632	18246	22388	24089	23373	16931
ENSMUSG00000018861	1639	1721	1731	1657	866	1863	1738	1514	2973	2750	2458	2023
ENSMUSG00000044788	773	333	592	350	57	602	270	772	762	404	718	463
ENSMUSG00000045288	203	146	195	203	0	0	101	19	9	90	0	99
ENSMUSG00000034586	1310	901	570	600	851	371	480	638	603	730	260	596
ENSMUSG00000050910	47	531	656	553	219	157	338	211	346	295	379	386
ENSMUSG00000018858	1767	1373	2122	1405	2254	1591	995	1117	1635	1434	1281	1450
ENSMUSG00000085072	0	19	0	4	0	0	9	1	9	12	12	13
ENSMUSG00000034566	7506	7590	7169	6239	11732	10262	4053	5795	10494	5483	7878	6572
ENSMUSG00000016940	1690	1864	597	1659	1350	1503	1186	1364	2064	1636	1887	1472
ENSMUSG00000057219	537	738	1343	374	505	0	180	335	479	440	364	597
ENSMUSG00000020736	2392	1704	1744	1576	2709	2008	1196	1541	2056	1562	2009	1926
ENSMUSG00000020737	1583	1070	927	1435	1187	1327	823	819	1455	886	878	873
ENSMUSG00000020738	1055	1247	934	1260	2140	1213	681	943	1546	951	1149	1276
ENSMUSG00000020739	1594	1891	999	1930	1991	1824	2325	1250	1478	2797	1958	2135
ENSMUSG00000020740	1045	1619	326	987	1233	1059	1731	761	1037	1591	1474	1538
ENSMUSG00000046756	3043	2557	2418	2783	3433	3983	2280	2426	3188	2721	2728	2833
ENSMUSG00000020743	5598	2656	3516	3114	3779	3610	2746	3087	3929	4249	4594	3360
ENSMUSG00000020744	3230	2969	3896	2722	3655	2841	2141	2094	2532	2681	2955	2500
ENSMUSG00000059923	1029	1586	1584	1562	1483	653	1290	1278	1543	1253	1133	1604
ENSMUSG00000020747	1644	7310	4139	5243	4453	2425	6894	5261	6431	7149	5376	8027
ENSMUSG00000034471	2544	4046	1853	3225	3384	2871	3884	2886	3396	3842	3196	4378
ENSMUSG00000020781	535	886	544	634	905	519	762	545	545	795	614	751
ENSMUSG00000020752	796	867	462	880	796	1069	2219	739	1468	1917	1525	1275
ENSMUSG00000048442	629	421	169	405	222	123	188	47	89	94	138	337
ENSMUSG00000075420	143	24	53	19	0	0	54	20	13	38	49	22
ENSMUSG00000020755	1826	2142	1950	1542	1816	2084	1455	1365	2055	1971	1986	1934
ENSMUSG00000087064	153	44	0	36	0	32	39	3	5	19	33	197
ENSMUSG00000020758	124	259	163	141	0	15	157	24	6	76	34	194
ENSMUSG00000020766	1915	898	669	920	1333	1807	690	1020	1605	1317	1299	1429
ENSMUSG00000016559	18834	21968	19266	20767	22006	21650	12752	10067	13823	12057	13910	17499
ENSMUSG00000020770	1193	2324	715	1512	1813	948	2445	1539	2215	2369	2009	2652
ENSMUSG00000057948	54	178	160	378	0	74	53	31	21	49	36	110
ENSMUSG00000034341	10594	13530	8690	10081	16746	9613	7457	9079	13332	10710	12050	12584
ENSMUSG00000020773	516	849	271	737	302	1867	436	165	157	480	197	277
ENSMUSG00000054517	63	145	23	122	27	244	358	137	184	196	278	240
ENSMUSG00000020775	1773	1413	1221	1832	1867	1453	1230	1149	1378	1780	1627	1617
ENSMUSG00000020776	2440	2091	1099	2068	2342	2182	1717	1583	2716	2299	2386	2071
ENSMUSG00000020777	6421	13839	12555	11321	12362	6083	10149	6931	9382	9297	6753	11524
ENSMUSG00000020778	1694	1050	236	841	1451	530	643	926	1160	840	1039	1091
ENSMUSG00000092300	67	1	0	30	0	0	136	62	133	55	116	150
ENSMUSG00000020780	1465	2302	3712	1886	2193	2124	2136	1431	2130	1989	2148	1893
ENSMUSG00000118502	0	31	0	32	49	0	52	25	69	18	43	28
ENSMUSG00000020792	2904	3788	3208	2943	2452	1863	2731	2519	3685	3594	3791	3992
ENSMUSG00000034227	566	581	451	1017	383	67	408	55	142	208	204	525
ENSMUSG00000052949	608	946	72	739	301	569	443	563	610	573	534	823
ENSMUSG00000081929	0	13	4	1	2	6	5	22	2	5	17	20
ENSMUSG00000050628	114	63	53	64	118	113	67	94	166	71	156	108
ENSMUSG00000070331	0	0	174	7	0	0	37	20	29	8	9	16
ENSMUSG00000086826	10	44	48	14	64	0	68	55	53	34	58	44
ENSMUSG00000015869	5724	4401	4503	3843	5157	3279	4257	2927	3877	3912	3966	3499
ENSMUSG00000020802	445	488	168	471	295	620	967	479	1003	771	831	687
ENSMUSG00000020806	18	98	406	298	298	0	108	4	7	2	0	44
ENSMUSG00000020810	0	22	0	42	13	11	13	1	5	0	0	9
ENSMUSG00000075410	26	15	0	50	36	0	6	0	31	37	30	8
ENSMUSG00000020812	173	77	305	188	332	480	216	201	263	294	223	259
ENSMUSG00000057286	465	480	1068	516	329	1818	374	34	233	227	44	120
ENSMUSG00000020814	842	888	471	806	607	1168	531	483	978	621	617	724
ENSMUSG00000056962	1450	2310	1293	2197	3178	1832	2464	1251	2303	2280	2509	2489
ENSMUSG00000090266	1970	1672	1688	1366	2601	2356	1345	1392	2296	1873	2087	1955
ENSMUSG00000034120	7093	6759	3586	7035	7084	5732	5461	6474	8657	7793	8026	7999
ENSMUSG00000020818	3809	4135	4123	3556	3427	3726	3309	3376	4191	3837	3846	4422
ENSMUSG00000043857	123	12	0	125	0	31	23	1	7	0	0	0
ENSMUSG00000086859	5519	2096	2024	2366	5617	4544	2684	1675	3506	3652	3963	3110
ENSMUSG00000020823	2001	3692	1450	3212	2624	2642	2709	2337	4134	2947	2326	3860
ENSMUSG00000059248	1477	2862	1828	2243	2159	1918	1883	2300	3391	2528	2234	2802
ENSMUSG00000085419	110	64	0	85	54	0	114	63	73	158	72	90
ENSMUSG00000025571	864	699	729	618	1015	671	792	603	704	806	863	734
ENSMUSG00000025572	234	539	779	255	80	0	515	314	282	561	513	248
ENSMUSG00000048277	2540	1413	1782	1074	1116	1861	1060	1189	1440	1582	1710	1221
ENSMUSG00000025574	121	0	0	10	10	0	0	78	2	41	18	19
ENSMUSG00000017718	21	53	0	58	0	0	0	25	40	56	31	79
ENSMUSG00000017713	390	494	407	354	404	517	456	385	680	517	636	566
ENSMUSG00000053113	597	995	1122	871	688	1078	985	10630	12293	18315	15268	12416
ENSMUSG00000017715	1801	1495	721	1689	1902	1961	1108	1156	1511	1251	1359	1287
ENSMUSG00000033987	0	0	0	7	0	0	0	4	27	16	22	15
ENSMUSG00000017132	1467	1704	524	1378	1959	1576	2317	1661	2400	2263	1967	2389
ENSMUSG00000088119	22	20	0	23	18	0	32	25	21	28	20	39
ENSMUSG00000033909	837	984	800	879	656	708	887	629	810	929	1021	1155
ENSMUSG00000017466	6684	10001	6300	9249	6135	6134	7912	5835	6609	8625	6116	11432
ENSMUSG00000033880	6302	8292	6551	8898	7599	8470	4738	4893	6805	4936	5448	5987
ENSMUSG00000025575	1844	2122	2218	2087	1954	1606	2921	1756	2397	2078	1472	2663
ENSMUSG00000017446	10	108	0	66	0	0	33	0	26	26	16	6
ENSMUSG00000033857	311	514	35	651	166	379	460	244	529	349	354	534
ENSMUSG00000025576	0	38	0	53	92	150	101	1	8	4	40	0
ENSMUSG00000025577	53	103	7	43	242	37	108	57	178	185	127	240
ENSMUSG00000025578	471	149	191	396	256	577	248	255	393	251	426	409
ENSMUSG00000039989	683	783	365	465	280	662	414	584	639	461	741	866
ENSMUSG00000039976	37	126	527	146	5	367	107	76	79	45	96	160
ENSMUSG00000039963	520	349	908	692	88	1	440	3	94	292	99	375
ENSMUSG00000025579	7881	23011	13335	15371	17307	9140	17095	14552	14528	17286	12462	21585
ENSMUSG00000025580	4206	4550	2149	3479	5124	2583	2423	3436	5067	3696	3847	4161
ENSMUSG00000005043	557	850	15	608	691	176	533	452	949	641	722	705
ENSMUSG00000039908	938	1558	1429	852	854	173	1291	996	1559	1498	1114	1539
ENSMUSG00000070327	761	656	541	489	1245	1311	868	930	992	962	1012	1001
ENSMUSG00000109408	306	125	69	183	21	345	214	152	277	441	123	334
ENSMUSG00000039850	922	555	61	738	989	1756	589	722	663	713	555	715
ENSMUSG00000025582	97	111	0	230	0	0	64	0	6	1	0	18
ENSMUSG00000025583	716	1198	1683	875	857	1434	1276	960	1599	1152	700	1271
ENSMUSG00000025371	1564	1762	1729	1653	2308	2891	1249	1234	1579	1960	1969	1893
ENSMUSG00000085207	0	23	75	27	43	47	11	28	27	48	25	42
ENSMUSG00000025372	435	389	277	785	26	354	323	145	249	245	188	350
ENSMUSG00000025375	2039	4268	2030	3646	2806	1093	4639	2925	3637	3973	2743	4167
ENSMUSG00000039781	311	222	707	722	98	2	801	400	569	764	664	640
ENSMUSG00000025377	1132	911	1688	1106	425	286	600	626	952	1039	1260	1087
ENSMUSG00000078572	746	668	487	583	1055	880	338	387	656	424	647	497
ENSMUSG00000061306	2173	3242	2298	2753	2772	1224	2588	1460	2217	2628	2879	2645
ENSMUSG00000085636	63	0	0	43	0	102	46	7	43	35	63	60
ENSMUSG00000075389	541	264	299	281	252	412	255	418	556	761	659	385
ENSMUSG00000043993	538	160	282	200	402	219	455	238	462	596	513	491
ENSMUSG00000039741	374	79	4	155	353	213	282	131	547	226	377	263
ENSMUSG00000085501	159	86	0	94	0	73	77	56	90	99	72	59
ENSMUSG00000062825	15313	18901	14602	17599	18612	15537	14795	18385	19413	21458	16702	24088
ENSMUSG00000043644	417	266	347	213	233	430	177	221	482	330	341	338
ENSMUSG00000025380	16	31	77	30	0	0	23	13	17	27	0	49
ENSMUSG00000025384	1537	1282	1651	1274	1190	1221	1809	1228	1506	1929	1772	1861
ENSMUSG00000039703	2064	3010	3844	2624	2815	1010	2694	1604	2714	2739	1533	2758
ENSMUSG00000025386	25	19	0	4	40	0	19	1	25	15	44	0
ENSMUSG00000039670	536	222	174	255	312	297	189	346	531	464	459	323
ENSMUSG00000049957	712	1827	1225	1749	1401	1393	1846	784	1415	1343	1320	1698
ENSMUSG00000057594	843	1120	352	830	1228	228	782	638	1073	931	1087	901
ENSMUSG00000025793	2902	3272	1627	2503	3418	1873	2566	1844	2577	2720	2260	2883
ENSMUSG00000039640	3439	2036	2292	2149	3309	3656	1350	1881	2771	2146	2376	2242
ENSMUSG00000025792	1018	852	1000	1192	609	773	1040	1129	1034	1854	1722	1507
ENSMUSG00000061111	5887	4283	3481	4367	5360	6032	2548	3757	4900	4550	4541	4070
ENSMUSG00000025130	13050	17628	14940	13808	15320	9305	13297	15542	17423	17717	17277	19315
ENSMUSG00000025132	6307	8260	8938	7175	10583	8891	4472	5079	8004	6158	7355	6683
ENSMUSG00000025134	1755	2881	1758	2687	2709	2793	1718	1973	2968	2205	2550	2770
ENSMUSG00000025135	1404	1292	1143	1112	2452	1998	638	801	1568	839	1150	1109
ENSMUSG00000025137	17994	14469	9129	10945	17755	14709	16236	10719	13638	19103	15223	16341
ENSMUSG00000025138	7059	5172	4383	6721	5101	4343	6476	3607	5937	8006	8138	7047
ENSMUSG00000051510	2591	1820	1142	1674	2030	2187	3052	2176	3349	2861	2227	2530
ENSMUSG00000025140	0	72	0	73	0	0	50	51	66	68	64	64
ENSMUSG00000042988	292	316	337	254	0	173	282	51	115	125	104	123
ENSMUSG00000053613	23	22	4	55	0	0	26	13	6	4	0	9
ENSMUSG00000025142	4110	4607	3469	3722	4610	3091	3621	3140	4841	4863	5339	4907
ENSMUSG00000025144	732	435	493	391	885	788	382	381	615	468	587	478
ENSMUSG00000025145	3048	1699	2437	1663	4159	2281	3397	1250	2784	3706	3026	2520
ENSMUSG00000018012	208	159	195	126	267	112	165	178	350	244	323	244
ENSMUSG00000039450	2541	1701	1355	1485	1670	2296	1141	1480	2578	1826	2021	1888
ENSMUSG00000025150	114	27	0	56	92	0	17	4	0	12	16	19
ENSMUSG00000025158	2963	3532	2887	3523	3429	2538	2971	2346	4194	4014	4128	3428
ENSMUSG00000025156	7483	7445	3969	7679	9893	5809	5202	5733	7696	8097	7912	8160
ENSMUSG00000025155	1638	1998	658	1403	571	607	1383	827	1531	2144	1639	1913
ENSMUSG00000025153	6429	14618	6685	7514	11218	8233	14528	8838	11776	9507	9868	16469
ENSMUSG00000048445	277	367	0	324	349	625	726	281	669	485	351	648
ENSMUSG00000025161	90	122	0	59	14	0	40	2	67	24	27	12
ENSMUSG00000025162	2871	4416	883	3854	4082	2261	4381	3100	3723	3739	2960	3335
ENSMUSG00000100629	34	37	0	6	0	0	55	45	15	30	9	9
ENSMUSG00000025169	3233	2191	1329	1887	2297	2846	1499	1795	2799	1779	2361	2322
ENSMUSG00000039307	1150	616	646	584	511	982	772	489	1069	1026	750	1046
ENSMUSG00000039294	1951	2095	2459	1359	1865	1291	1385	1301	2105	1376	2344	2194
ENSMUSG00000000056	281	2239	543	1860	2154	816	1238	1162	903	1175	902	2010
ENSMUSG00000039275	1031	1039	1071	870	784	863	1122	852	1448	1158	1192	1127
ENSMUSG00000025173	2199	4213	2237	4179	4535	2684	2785	2991	4457	3175	3298	4205
ENSMUSG00000025170	0	70	70	14	0	2	64	36	63	51	80	64
ENSMUSG00000039253	19	12	3	25	6	43	26	78	96	42	29	66
ENSMUSG00000025175	999	389	464	553	958	570	352	429	778	625	707	537
ENSMUSG00000039230	1233	885	933	753	722	1266	832	324	505	588	717	470
ENSMUSG00000046605	470	402	776	294	510	127	564	335	417	503	463	580
ENSMUSG00000039208	3097	2571	2083	2101	3152	3307	1231	1838	2703	1817	2343	2023
ENSMUSG00000114003	24	6	7	4	17	16	4	15	15	8	13	7
ENSMUSG00000097709	0	28	0	0	70	0	12	12	16	9	10	2
ENSMUSG00000021218	6930	8501	3970	8361	9403	6280	4643	8649	10285	6927	8187	9133
ENSMUSG00000113894	26	0	68	20	0	0	6	16	13	45	31	23
ENSMUSG00000033799	291	214	1339	323	896	416	497	156	336	145	200	554
ENSMUSG00000033781	963	2449	966	2097	2609	1627	1809	1301	2377	1734	1951	2584
ENSMUSG00000021215	107	475	0	154	0	152	287	20	32	81	111	48
ENSMUSG00000033715	199	191	983	178	218	32	145	16	15	54	9	32
ENSMUSG00000021213	66	103	0	120	0	0	66	36	27	7	67	66
ENSMUSG00000071551	0	2	0	0	0	0	0	0	23	21	0	24
ENSMUSG00000045410	2076	2733	2813	2216	3623	3504	2070	1881	2984	2414	2646	2762
ENSMUSG00000113866	49	25	55	12	0	0	2	10	42	1	27	11
ENSMUSG00000000078	2768	3108	584	2547	3150	2114	2248	1049	1427	1474	1551	2874
ENSMUSG00000021193	1011	2041	2346	1581	2770	1995	1965	1129	2127	2059	1400	2485
ENSMUSG00000021196	9910	18027	17473	22053	19623	16382	13005	15271	21256	20956	22675	18990
ENSMUSG00000052551	0	73	0	42	0	0	24	0	24	30	1	10
ENSMUSG00000021147	843	1109	32	534	1094	677	779	537	1195	877	520	1561
ENSMUSG00000114094	121	11	0	5	0	43	14	7	110	40	0	69
ENSMUSG00000113245	0	0	0	5	0	0	2	8	21	14	39	24
ENSMUSG00000058258	577	1996	697	1244	3194	134	873	1167	1572	1195	1005	3541
ENSMUSG00000021149	1278	1225	500	1144	742	583	806	883	1078	1150	1247	1618
ENSMUSG00000033499	647	1576	891	1500	1369	485	1233	1004	1330	855	1245	1246
ENSMUSG00000048264	125	343	351	432	113	156	371	248	459	365	238	302
ENSMUSG00000114138	0	0	0	3	0	0	10	7	7	11	17	13
ENSMUSG00000021156	1856	3825	4614	3134	2637	1971	3972	2126	2891	2994	2004	3716
ENSMUSG00000088609	384	74	92	76	225	348	99	234	824	134	316	237
ENSMUSG00000021311	70	135	523	232	71	97	432	204	159	156	251	229
ENSMUSG00000113036	12	48	41	43	95	18	19	18	30	33	24	42
ENSMUSG00000050244	366	562	828	385	45	131	790	189	429	422	246	571
ENSMUSG00000057554	2615	2348	1513	2690	4736	2743	1985	1861	2408	2437	2552	2803
ENSMUSG00000057069	390	367	853	513	251	243	277	370	429	331	384	421
ENSMUSG00000097715	612	974	1503	1019	958	423	792	801	897	1119	1099	995
ENSMUSG00000061724	161	153	110	221	84	130	113	177	186	126	122	178
ENSMUSG00000021306	514	1413	1668	1079	2093	669	1168	1059	1403	1478	1085	1501
ENSMUSG00000005397	60	237	721	305	0	286	142	0	105	0	141	43
ENSMUSG00000019726	686	269	546	576	101	326	631	425	1045	536	694	866
ENSMUSG00000113310	118	84	0	124	76	21	37	67	139	51	133	55
ENSMUSG00000039242	547	866	249	485	1240	50	751	385	527	542	604	562
ENSMUSG00000039233	2170	2517	2122	1664	4333	2193	2745	2188	2650	3520	2996	3460
ENSMUSG00000021302	968	2684	2607	2486	2836	1010	1817	1305	2277	1795	1589	2364
ENSMUSG00000039219	1912	1560	1143	1795	1711	1630	1944	1731	2321	1856	1783	2419
ENSMUSG00000015672	1267	1304	711	1234	1435	1253	703	1108	1451	629	1673	1223
ENSMUSG00000015671	8295	5983	5810	5563	8146	5713	2973	5367	7058	4665	6135	6146
ENSMUSG00000039182	808	1820	1530	1416	2452	667	944	928	1327	1062	1225	1546
ENSMUSG00000097806	32	84	105	60	108	3	72	55	39	53	71	77
ENSMUSG00000097684	36	111	169	124	138	37	99	154	85	65	115	137
ENSMUSG00000021318	1106	2815	1291	1935	3036	1132	1941	1883	3397	2220	1642	2674
ENSMUSG00000113191	11	23	0	19	72	0	5	10	21	26	13	30
ENSMUSG00000041324	834	229	420	463	759	1016	281	516	558	501	519	700
ENSMUSG00000055137	1071	1688	639	1261	1271	813	730	1152	1413	978	1199	1177
ENSMUSG00000012429	730	873	993	855	1630	944	704	722	1542	918	1031	1338
ENSMUSG00000041297	895	480	315	397	854	599	312	596	652	724	520	658
ENSMUSG00000113432	0	29	0	1	20	2	9	1	22	0	14	26
ENSMUSG00000008859	2493	2379	2336	1925	3489	2581	1559	1853	2384	1670	2232	1630
ENSMUSG00000113528	80	48	1	58	237	0	120	45	43	32	96	98
ENSMUSG00000113750	27	67	1	73	65	1	74	97	123	88	128	86
ENSMUSG00000113688	0	0	0	0	0	0	0	11	0	43	0	52
ENSMUSG00000075054	657	1016	1499	1033	1376	845	804	959	1450	641	879	1142
ENSMUSG00000075053	94	112	95	97	98	118	63	104	138	98	97	110
ENSMUSG00000041236	2661	5251	3020	4910	5609	2501	4324	2792	4374	4728	3962	4250
ENSMUSG00000021314	561	384	3	328	639	227	382	311	542	546	348	397
ENSMUSG00000003062	2121	2536	2118	2268	3348	3351	1562	1476	2055	2383	1907	2159
ENSMUSG00000002808	12609	20426	14444	15501	24170	12381	11046	13150	17759	16313	16735	18035
ENSMUSG00000021319	1	190	0	155	64	0	151	88	227	254	227	556
ENSMUSG00000041112	153	839	0	544	687	470	265	33	121	80	53	80
ENSMUSG00000021326	584	671	276	713	523	1579	615	441	746	892	686	975
ENSMUSG00000036721	493	527	379	461	476	67	405	241	459	567	490	647
ENSMUSG00000021327	4991	5807	3195	4955	4184	2559	3555	4143	5560	4275	5220	5733
ENSMUSG00000055313	12	70	1	96	12	487	110	58	241	144	153	212
ENSMUSG00000022228	846	447	277	651	846	593	349	657	812	605	806	637
ENSMUSG00000059395	70	43	0	42	338	67	16	13	76	21	33	70
ENSMUSG00000114702	0	15	0	0	0	0	0	4	4	32	44	15
ENSMUSG00000054931	139	282	2	359	777	448	206	190	246	377	348	357
ENSMUSG00000078139	14	24	29	28	29	16	14	16	30	21	13	15
ENSMUSG00000079941	67	48	47	33	81	86	27	39	61	41	53	39
ENSMUSG00000082396	101	49	0	57	77	210	79	32	46	74	71	66
ENSMUSG00000063894	425	289	1005	593	478	112	777	483	735	628	405	890
ENSMUSG00000048996	0	32	0	5	125	0	0	0	0	10	19	11
ENSMUSG00000054890	6	5	89	0	63	0	39	17	41	31	16	24
ENSMUSG00000114279	58	4	0	0	28	0	21	25	2	12	24	12
ENSMUSG00000067455	86	160	0	133	152	63	16	43	145	48	78	91
ENSMUSG00000064288	58	88	60	94	83	0	68	29	113	53	48	89
ENSMUSG00000095217	34	29	89	29	83	25	24	28	25	43	28	36
ENSMUSG00000085331	118	84	86	118	163	193	70	62	118	105	64	94
ENSMUSG00000101972	0	40	0	11	43	0	3	25	22	10	19	57
ENSMUSG00000069308	67	39	0	3	0	0	23	34	6	17	20	16
ENSMUSG00000069306	17	48	0	36	34	36	11	23	43	7	45	18
ENSMUSG00000069305	34	9	0	17	0	0	7	16	25	5	21	13
ENSMUSG00000006720	104	44	0	138	0	0	144	111	174	148	157	238
ENSMUSG00000060639	231	189	261	157	165	222	127	115	338	147	227	209
ENSMUSG00000069300	5	17	0	48	51	0	21	17	48	13	4	19
ENSMUSG00000046351	301	793	431	943	893	327	1170	329	555	838	539	894
ENSMUSG00000036376	1042	516	432	738	856	897	555	523	683	555	853	858
ENSMUSG00000085024	325	143	286	150	328	247	165	148	304	209	201	166
ENSMUSG00000113440	69	60	0	184	362	120	77	120	324	163	92	217
ENSMUSG00000060981	349	383	501	540	493	357	100	167	553	147	365	209
ENSMUSG00000099517	0	20	0	40	31	0	3	1	68	6	19	12
ENSMUSG00000114456	0	65	1	0	1	0	32	1	13	29	23	53
ENSMUSG00000100210	83	6	0	44	0	0	7	45	12	47	14	31
ENSMUSG00000052565	36	2	48	21	1	0	0	27	56	18	0	56
ENSMUSG00000069273	48	46	0	6	0	0	2	34	69	34	26	15
ENSMUSG00000069272	0	19	0	10	20	0	3	3	35	13	0	12
ENSMUSG00000058385	6	79	1	74	68	2	67	20	64	84	47	96
ENSMUSG00000071478	0	7	0	14	0	21	13	16	28	32	9	22
ENSMUSG00000099583	171	49	1	78	96	0	12	65	124	62	54	67
ENSMUSG00000061482	185	146	156	233	178	9	137	205	186	140	226	164
ENSMUSG00000047246	232	666	1	916	822	510	506	391	757	524	590	634
ENSMUSG00000051627	18	97	280	167	25	79	104	116	350	155	150	181
ENSMUSG00000069270	317	494	162	465	125	190	191	388	491	403	519	353
ENSMUSG00000018102	6590	6921	5456	6266	9959	8342	2494	4866	9111	4165	6794	5208
ENSMUSG00000060678	135	367	0	509	144	31	112	139	432	106	224	389
ENSMUSG00000006611	1209	1772	1289	1874	1186	1481	1269	1290	1438	1706	1424	2267
ENSMUSG00000036181	2737	2512	2233	2989	2892	2953	1151	2333	3877	2731	2929	2412
ENSMUSG00000021338	1341	4439	2634	2542	3616	1847	4686	2327	2861	3086	2486	3684
ENSMUSG00000036006	475	1017	447	702	895	360	792	745	885	898	662	1093
ENSMUSG00000006715	45	53	160	96	0	10	18	58	107	29	170	47
ENSMUSG00000019132	1313	1176	1844	834	1122	1785	624	1189	2101	1097	1492	1055
ENSMUSG00000006717	2282	2254	2302	1822	3719	3195	1034	1952	3265	1973	2489	2222
ENSMUSG00000035958	691	1106	1502	1183	1100	77	837	1000	1394	1121	1150	1614
ENSMUSG00000006711	95	53	300	171	447	0	44	29	24	36	158	53
ENSMUSG00000035936	855	1642	683	1082	2290	1922	1206	1293	1757	1266	1135	1591
ENSMUSG00000086448	866	626	136	638	809	203	833	475	498	756	496	962
ENSMUSG00000021340	6427	12895	11901	8471	10292	6062	12390	8025	8545	9407	9480	12128
ENSMUSG00000021339	1815	1598	2428	1738	1696	1363	2271	1209	1819	1491	1574	1786
ENSMUSG00000035910	73	293	731	321	287	131	142	81	160	203	73	209
ENSMUSG00000048978	1	233	2	243	359	64	167	142	263	248	91	166
ENSMUSG00000113061	12	7	7	10	13	7	4	6	14	10	10	5
ENSMUSG00000085936	67	38	0	13	0	0	40	28	1	11	0	6
ENSMUSG00000076431	1883	1114	1178	1177	1684	1757	754	1103	1208	1180	1267	1563
ENSMUSG00000086363	95	13	74	97	87	10	12	58	45	46	32	122
ENSMUSG00000006191	990	985	1800	1236	1683	1008	1309	1176	1235	1162	1242	1868
ENSMUSG00000016477	50	161	12	124	6	503	319	324	214	194	151	271
ENSMUSG00000038732	13	142	9	119	263	0	25	0	2	45	31	15
ENSMUSG00000113424	25	5	2	43	22	21	19	57	30	13	17	18
ENSMUSG00000038462	9216	12461	10059	10988	17131	11273	7295	10055	14500	9259	11073	11664
ENSMUSG00000069255	2094	2958	3101	2665	2441	1780	2738	2331	3516	2909	3209	3662
ENSMUSG00000021357	438	1968	1945	1092	1201	1386	1582	1216	1136	1211	1161	2084
ENSMUSG00000038415	203	206	119	322	0	938	111	10	100	83	0	63
ENSMUSG00000038402	264	385	0	207	37	333	247	25	39	62	23	62
ENSMUSG00000050295	286	252	79	307	79	721	145	2	105	82	11	79
ENSMUSG00000038372	1042	748	3	783	1215	306	394	533	839	601	541	718
ENSMUSG00000113965	131	210	0	342	385	5	431	118	140	274	151	171
ENSMUSG00000042874	80	298	60	199	363	182	159	285	436	289	349	456
ENSMUSG00000021400	2664	3491	2990	2823	2925	1503	2667	1910	3759	3219	4215	4121
ENSMUSG00000044734	932	640	247	547	1134	733	660	530	606	768	885	1190
ENSMUSG00000042842	361	225	0	403	0	128	194	24	0	78	32	202
ENSMUSG00000045827	181	945	454	808	1158	74	601	661	793	604	534	1019
ENSMUSG00000051029	0	74	0	187	0	0	94	27	64	53	0	213
